run_id,patient_id,repetition,run,model,timestamp,ok,status_code,latency_s,raw_valid_json,schema_match,repair_needed,extra_keys_count,missing_keys_count,malformed_json,markdown_fence_present,structural_drift_score
20260522_161848,patient_26,1,1,meta-llama/Meta-Llama-3.1-8B-Instruct,2026-05-22T16:24:48.919307,1,200,1.9401384000011603,1,1,0,0,0,0,0,0.0
20260522_161848,patient_26,5,1,meta-llama/Meta-Llama-3.1-8B-Instruct,2026-05-22T16:24:50.953932,1,200,3.044191699998919,1,1,0,0,0,0,0,0.0
20260522_161848,patient_26,10,1,meta-llama/Meta-Llama-3.1-8B-Instruct,2026-05-22T16:24:54.148695,1,200,3.4845963999978267,1,1,0,0,0,0,0,0.0
20260522_161848,patient_26,16,1,meta-llama/Meta-Llama-3.1-8B-Instruct,2026-05-22T16:24:57.872715,1,200,3.115686299999652,1,1,0,0,0,0,0,0.0
20260522_161848,patient_27,1,1,meta-llama/Meta-Llama-3.1-8B-Instruct,2026-05-22T16:25:01.047268,1,200,2.060082700001658,1,1,0,0,0,0,0,0.0
20260522_161848,patient_27,5,1,meta-llama/Meta-Llama-3.1-8B-Instruct,2026-05-22T16:25:03.214364,1,200,2.30222330000106,1,1,0,0,0,0,0,0.0
20260522_161848,patient_27,10,1,meta-llama/Meta-Llama-3.1-8B-Instruct,2026-05-22T16:25:05.678799,1,200,2.0856265000038547,1,1,0,0,0,0,0,0.0
20260522_161848,patient_27,16,1,meta-llama/Meta-Llama-3.1-8B-Instruct,2026-05-22T16:25:08.001231,1,200,3.894356800003152,1,1,0,0,0,0,0,0.0
20260522_161848,patient_28,1,1,meta-llama/Meta-Llama-3.1-8B-Instruct,2026-05-22T16:25:11.964528,1,200,2.9406646999996156,1,1,0,0,0,0,0,0.0
20260522_161848,patient_28,5,1,meta-llama/Meta-Llama-3.1-8B-Instruct,2026-05-22T16:25:15.018000,1,200,2.787945199997921,1,1,0,0,0,0,0,0.0
